# release: http://purl.obolibrary.org/obo/foodon/releases/2026-09-20/foodon.owl
# source: https://raw.githubusercontent.com/FoodOntology/foodon/cd73540243a84bcd511a500d9a497d12d7dc02f6/foodon.owl
# sha256: b897bf64c1b265c422db9ee01e1235c10c0b809e7f02326ef810a52068347edf
class	label
FOODON_03540544	05440 - celeries and similar- (efsa foodex2)
FOODON_03540545	05450 - celeries (efsa foodex2)
FOODON_03540546	05460 - florence fennels and similar- (efsa foodex2)
FOODON_03540547	05470 - florence fennels (efsa foodex2)
FOODON_03540548	05480 - globe artichokes and similar- (efsa foodex2)
FOODON_03540549	05490 - globe artichokes (efsa foodex2)
FOODON_03540550	05500 - banana flowers (efsa foodex2)
FOODON_03540551	05510 - banana flowers - acuminata cultivars (efsa foodex2)
FOODON_03540552	05520 - banana flowers - balbisiana cultivars (efsa foodex2)
FOODON_03540553	05530 - banana flowers - paradisiaca cultivars (efsa foodex2)
FOODON_03540554	05540 - leeks and similar- (efsa foodex2)
FOODON_03540555	05550 - leeks (efsa foodex2)
FOODON_03540556	05560 - kurrat (efsa foodex2)
FOODON_03540557	05570 - rhubarbs and similar- (efsa foodex2)
FOODON_03540558	05580 - rhubarbs (efsa foodex2)
FOODON_03540559	05590 - bamboo shoots and similar- (efsa foodex2)
FOODON_03540560	05600 - bamboo shoots (efsa foodex2)
FOODON_03540561	05610 - common bamboo (efsa foodex2)
FOODON_03540562	05620 - moso bamboo (efsa foodex2)
FOODON_03540563	05630 - palm hearts and similar- (efsa foodex2)
FOODON_03540564	05640 - palm hearts (efsa foodex2)
FOODON_03540565	05650 - peach palm hearts (efsa foodex2)
FOODON_03540566	05660 - coconut palm hearts (efsa foodex2)
FOODON_03540567	05670 - devil rattan hearts (efsa foodex2)
FOODON_03540568	05680 - assai palm hearts (efsa foodex2)
FOODON_03540569	05690 - cabbage palm heart (efsa foodex2)
FOODON_03540570	05700 - other stem vegetables (efsa foodex2)
FOODON_03540571	05710 - celtuce (efsa foodex2)
FOODON_03540572	05720 - kohlrabies and similar- (efsa foodex2)
FOODON_03540573	05730 - kohlrabies (efsa foodex2)
FOODON_03540574	05740 - bulb vegetables (efsa foodex2)
FOODON_03540575	05750 - garlic and similar- (efsa foodex2)
FOODON_03540576	05760 - garlic (efsa foodex2)
FOODON_03540577	05770 - twistedleaf garlic (efsa foodex2)
FOODON_03540578	05780 - onions and similar- (efsa foodex2)
FOODON_03540579	05790 - onions (efsa foodex2)
FOODON_03540580	05800 - onion bulbs for fresh consumption (efsa foodex2)
FOODON_03540581	05810 - pearl onion (efsa foodex2)
FOODON_03540582	05820 - rakkyo (efsa foodex2)
FOODON_03540583	05830 - silverskin onions (efsa foodex2)
FOODON_03540584	05840 - shallots and similar- (efsa foodex2)
FOODON_03540585	05850 - shallots (efsa foodex2)
FOODON_03540586	05860 - french grey shallots (efsa foodex2)
FOODON_03540587	05870 - persian shallots (efsa foodex2)
FOODON_03540588	05880 - spring onions and similar- (efsa foodex2)
FOODON_03540589	05890 - spring onions (efsa foodex2)
FOODON_03540590	05900 - green onions (efsa foodex2)
FOODON_03540591	05910 - welsh onions (efsa foodex2)
FOODON_03540592	05920 - tree onions (efsa foodex2)
FOODON_03540593	05930 - other bulb vegetables (efsa foodex2)
FOODON_03540594	05940 - legumes with pod (efsa foodex2)
FOODON_03540595	05950 - beans (with pods) and similar- (efsa foodex2)
FOODON_03540596	05960 - azuki beans (with pods) (efsa foodex2)
FOODON_03540597	05970 - black eyed peas (with pods) (efsa foodex2)
FOODON_03540598	05980 - broad beans (with pods) (efsa foodex2)
FOODON_03540599	05990 - slicing bean (young pods) (efsa foodex2)
FOODON_03540600	06000 - french beans (with pods) (efsa foodex2)
FOODON_03540601	06010 - runner beans (with pods) (efsa foodex2)
FOODON_03540602	06020 - lima beans (with pods) (efsa foodex2)
FOODON_03540603	06030 - ervils (with pods) (efsa foodex2)
FOODON_03540604	06040 - guar beans (with pods) (efsa foodex2)
FOODON_03540605	06050 - jack beans (with pods) (efsa foodex2)
FOODON_03540606	06060 - sword bean (young pods) (efsa foodex2)
FOODON_03540607	06070 - lablab beans (with pods) (efsa foodex2)
FOODON_03540608	06080 - monantha vetches (with pods) (efsa foodex2)
FOODON_03540609	06090 - mung beans (with pods) (efsa foodex2)
FOODON_03540610	06100 - rice beans (with pods) (efsa foodex2)
FOODON_03540611	06110 - soyabeans (with pods) (efsa foodex2)
FOODON_03540612	06120 - stink beans (with pods) (efsa foodex2)
FOODON_03540613	06130 - african locust bean (with pods) (efsa foodex2)
FOODON_03540614	06140 - vetches (with pods) (efsa foodex2)
FOODON_03540615	06150 - yardlong beans (with pods) (efsa foodex2)
FOODON_03540616	06160 - goa bean (young pods) (efsa foodex2)
FOODON_03540617	06170 - mat bean (young pods) (efsa foodex2)
FOODON_03540618	06180 - black gram (young pods) (efsa foodex2)
FOODON_03540619	06190 - peas (with pods) and similar- (efsa foodex2)
FOODON_03540620	06200 - garden peas (with pods) (efsa foodex2)
FOODON_03540621	06210 - podded pea (young pods) (efsa foodex2)
FOODON_03540622	06220 - asparagus peas (with pods) (efsa foodex2)
FOODON_03540623	06230 - chickling vetches (with pods) (efsa foodex2)
FOODON_03540624	06240 - chickpeas (with pods) (efsa foodex2)
FOODON_03540625	06250 - moringa (with pods) (efsa foodex2)
FOODON_03540626	06260 - pigeon peas (with pods) (efsa foodex2)
FOODON_03540627	06270 - winged pea (young pods) (efsa foodex2)
FOODON_03540628	06280 - lentils and similar- (efsa foodex2)
FOODON_03540629	06290 - lentil (young pods) (efsa foodex2)
FOODON_03540630	06300 - fruiting vegetables (efsa foodex2)
FOODON_03540631	06310 - solanacea (efsa foodex2)
FOODON_03540632	06320 - tomatoes and similar- (efsa foodex2)
FOODON_03540633	06330 - tomatoes (efsa foodex2)
FOODON_03540634	06340 - globe tomato (efsa foodex2)
FOODON_03540635	06350 - beefsteak tomato (efsa foodex2)
FOODON_03540636	06360 - plum tomato (efsa foodex2)
FOODON_03540637	06370 - oxheart tomato (efsa foodex2)
FOODON_03540638	06380 - pear-shaped tomatoes (efsa foodex2)
FOODON_03540639	06390 - cherry tomatoes (efsa foodex2)
FOODON_03540640	06400 - ground cherries (physalis etc.) (efsa foodex2)
FOODON_03540641	06410 - alkekengi (efsa foodex2)
FOODON_03540642	06420 - cape gooseberries (efsa foodex2)
FOODON_03540643	06430 - dwarf cape gooseberries (efsa foodex2)
FOODON_03540644	06440 - tomatillos (efsa foodex2)
FOODON_03540645	06450 - gojiberry (efsa foodex2)
FOODON_03540646	06460 - wolfberries (efsa foodex2)
FOODON_03540647	06470 - chinese wolfberries (efsa foodex2)
FOODON_03540648	06480 - litchi tomatoes (efsa foodex2)
FOODON_03540649	06490 - peppers and similar- (efsa foodex2)
FOODON_03540650	06500 - sweet peppers (efsa foodex2)
FOODON_03540651	06510 - chili peppers (efsa foodex2)
FOODON_03540652	06520 - capsicum annuum hot cultivars (efsa foodex2)
FOODON_03540653	06530 - capsicum baccatum (efsa foodex2)
FOODON_03540654	06540 - chinese capsicum (efsa foodex2)
FOODON_03540655	06550 - tabasco capsicum (efsa foodex2)
FOODON_03540656	06560 - rocoto capsicum (efsa foodex2)
FOODON_03540657	06570 - aubergines and similar- (efsa foodex2)
FOODON_03540658	06580 - aubergines (efsa foodex2)
FOODON_03540659	06590 - antroewas (efsa foodex2)
FOODON_03540660	06600 - ethiopian eggplants (efsa foodex2)
FOODON_03540661	06610 - pepinos (efsa foodex2)
FOODON_03540662	06620 - thorn apples (efsa foodex2)
FOODON_03540663	06630 - turkey berries (efsa foodex2)
FOODON_03540664	06640 - okra and similar- (efsa foodex2)
FOODON_03540665	06650 - okra (efsa foodex2)
FOODON_03540666	06660 - other solanacea (efsa foodex2)
FOODON_03540667	06670 - cucurbits fruiting vegetables (efsa foodex2)
FOODON_03540668	06680 - cucurbits with edible peel (efsa foodex2)
FOODON_03540669	06690 - cucumbers and similar- (efsa foodex2)
FOODON_03540670	06700 - cucumbers (efsa foodex2)
FOODON_03540671	06710 - armenian cucumbers (efsa foodex2)
FOODON_03540672	06720 - dosakayi (efsa foodex2)
FOODON_03540673	06730 - gherkins and similar- (efsa foodex2)
FOODON_03540674	06740 - gherkins (efsa foodex2)
FOODON_03540675	06750 - bur gherkins (efsa foodex2)
FOODON_03540676	06760 - courgettes and similar- (efsa foodex2)
FOODON_03540677	06770 - courgettes (efsa foodex2)
FOODON_03540678	06780 - angled luffas (efsa foodex2)
FOODON_03540679	06790 - bottle gourds (efsa foodex2)
FOODON_03540680	06800 - chayote fruits (efsa foodex2)
FOODON_03540681	06810 - ivy gourds (efsa foodex2)
FOODON_03540682	06820 - pointed gourds (efsa foodex2)
FOODON_03540683	06830 - snake gourds (efsa foodex2)
FOODON_03540684	06840 - sopropos (efsa foodex2)
FOODON_03540685	06850 - summer squashes (efsa foodex2)
FOODON_03540686	06860 - patisson (efsa foodex2)
FOODON_03540687	06870 - other cucurbits with edible peel (efsa foodex2)
FOODON_03540688	06880 - balsam apple (efsa foodex2)
FOODON_03540689	06890 - kakrol (efsa foodex2)
FOODON_03540690	06900 - loofah, smooth (efsa foodex2)
FOODON_03540691	06910 - gac (efsa foodex2)
FOODON_03540692	06920 - cucurbits with inedible peel (efsa foodex2)
FOODON_03540693	06930 - melons and similar- (efsa foodex2)
FOODON_03540694	06940 - melons (efsa foodex2)
FOODON_03540695	06950 - kiwanos (efsa foodex2)
FOODON_03540696	06960 - pumpkins and similar- (efsa foodex2)
FOODON_03540697	06970 - pumpkins (efsa foodex2)
FOODON_03540698	06980 - butternut squashes (efsa foodex2)
FOODON_03540699	06990 - winter melon (efsa foodex2)
FOODON_03540700	07000 - winter squashes (efsa foodex2)
FOODON_03540701	07010 - watermelons and similar- (efsa foodex2)
FOODON_03540702	07020 - watermelons (efsa foodex2)
FOODON_03540703	07030 - other cucurbits with inedible peel (efsa foodex2)
FOODON_03540704	07040 - sweet corn and similar- (efsa foodex2)
FOODON_03540705	07050 - sweet corn (efsa foodex2)
FOODON_03540706	07060 - baby corn (efsa foodex2)
FOODON_03540707	07070 - other fruiting vegetables (efsa foodex2)
FOODON_03540708	07080 - root and tuber vegetables (excluding starchy- and sugar-) (efsa foodex2)
FOODON_03540709	07090 - beetroots and similar- (efsa foodex2)
FOODON_03540710	07100 - beetroots (efsa foodex2)
FOODON_03540711	07110 - carrots and similar- (efsa foodex2)
FOODON_03540712	07120 - carrots (efsa foodex2)
FOODON_03540713	07130 - coloured carrots varieties (efsa foodex2)
FOODON_03540714	07140 - baby carrots (efsa foodex2)
FOODON_03540715	07150 - celeriacs and similar- (efsa foodex2)
FOODON_03540716	07160 - celeriacs (efsa foodex2)
FOODON_03540717	07170 - horseradishes and similar- (efsa foodex2)
FOODON_03540718	07180 - horseradish roots (efsa foodex2)
FOODON_03540719	07190 - dandelion roots (efsa foodex2)
FOODON_03540720	07200 - gentiana roots (efsa foodex2)
FOODON_03540721	07210 - jerusalem artichokes and similar- (efsa foodex2)
FOODON_03540722	07220 - jerusalem artichokes (efsa foodex2)
FOODON_03540723	07230 - crosnes (efsa foodex2)
FOODON_03540724	07240 - parsnips and similar- (efsa foodex2)
FOODON_03540725	07250 - parsnip roots (efsa foodex2)
FOODON_03540726	07260 - parsley roots and similar- (efsa foodex2)
FOODON_03540727	07270 - parsley roots (efsa foodex2)
FOODON_03540728	07280 - angelica roots (efsa foodex2)
FOODON_03540729	07290 - burnet saxifrage roots (efsa foodex2)
FOODON_03540730	07300 - lovage roots (efsa foodex2)
FOODON_03540731	07310 - nettle roots (efsa foodex2)
FOODON_03540732	07320 - comon nettle roots (efsa foodex2)
FOODON_03540733	07330 - other urtica roots (efsa foodex2)
FOODON_03540734	07340 - turnip-rooted chervil (efsa foodex2)
FOODON_03540735	07350 - radishes and similar- (efsa foodex2)
FOODON_03540736	07360 - radishes (efsa foodex2)
FOODON_03540737	07370 - black radishes (efsa foodex2)
FOODON_03540738	07380 - daikon (efsa foodex2)
FOODON_03540739	07390 - maca roots (efsa foodex2)
FOODON_03540740	07400 - small radishes (efsa foodex2)
FOODON_03540741	07410 - tigernuts (efsa foodex2)
FOODON_03540742	07420 - salsifies and similar- (efsa foodex2)
FOODON_03540743	07430 - salsifies (efsa foodex2)
FOODON_03540744	07440 - burdock, greater or edible (efsa foodex2)
FOODON_03540745	07450 - rampion roots (efsa foodex2)
FOODON_03540746	07460 - scorzonera (efsa foodex2)
FOODON_03540747	07470 - skirrets (efsa foodex2)
FOODON_03540748	07480 - spanish salsifies (efsa foodex2)
FOODON_03540749	07490 - swedes and similar- (efsa foodex2)
FOODON_03540750	07500 - swedes (efsa foodex2)
FOODON_03540751	07510 - turnips and similar- (efsa foodex2)
FOODON_03540752	07520 - turnips (efsa foodex2)
FOODON_03540753	07530 - tuberous-rooted mustards (efsa foodex2)
FOODON_03540754	07540 - additional not listed root and tuber vegetables (excluding starchy- and sugar-) (efsa foodex2)
FOODON_03540755	07550 - arracacha (efsa foodex2)
FOODON_03540756	07560 - arrowhead (efsa foodex2)
FOODON_03540757	07570 - ullucu (efsa foodex2)
FOODON_03540758	07580 - oca (efsa foodex2)
FOODON_03540759	07590 - algae and prokaryotes organisms (efsa foodex2)
FOODON_03540760	07600 - green algae (efsa foodex2)
FOODON_03540761	07610 - other green algae (efsa foodex2)
FOODON_03540762	07620 - sea lettuce (efsa foodex2)
FOODON_03540763	07630 - red algae (efsa foodex2)
FOODON_03540764	07640 - eucheuma (efsa foodex2)
FOODON_03540765	07650 - other red algae (efsa foodex2)
FOODON_03540766	07660 - laver (efsa foodex2)
FOODON_03540767	07670 - dulse (efsa foodex2)
FOODON_03540768	07680 - carrageen mosses (efsa foodex2)
FOODON_03540769	07690 - brown algae (efsa foodex2)
FOODON_03540770	07700 - hijiki (efsa foodex2)
FOODON_03540771	07710 - sea spaghetti (efsa foodex2)
FOODON_03540772	07720 - other brown algae (efsa foodex2)
FOODON_03540773	07730 - wakame (efsa foodex2)
FOODON_03540774	07740 - kombu (efsa foodex2)
FOODON_03540775	07750 - micro-phyte (efsa foodex2)
FOODON_03540776	07760 - spirulina (efsa foodex2)
FOODON_03540777	07770 - spirulina (maxima) (efsa foodex2)
FOODON_03540778	07780 - spirulina (platensis) (efsa foodex2)
FOODON_03540779	07790 - other algae (efsa foodex2)
FOODON_03540780	07800 - other procaryotes organisms (efsa foodex2)
FOODON_03540781	07810 - fungi, mosses and lichens (efsa foodex2)
FOODON_03540782	07820 - fungi (efsa foodex2)
FOODON_03540783	07830 - cultivated fungi and similar- (efsa foodex2)
FOODON_03540784	07840 - common mushrooms (efsa foodex2)
FOODON_03540785	07850 - corn smuts (efsa foodex2)
FOODON_03540786	07860 - enokitake (efsa foodex2)
FOODON_03540787	07870 - fusarium venenatum (efsa foodex2)
FOODON_03540788	07880 - other cultivated mushrooms (p) (efsa foodex2)
FOODON_03540789	07890 - horse mushrooms (efsa foodex2)
FOODON_03540790	07900 - jew's ears (efsa foodex2)
FOODON_03540791	07910 - nameko (efsa foodex2)
FOODON_03540792	07920 - pleurotus (efsa foodex2)
FOODON_03540793	07930 - pearl oyster mushrooms (efsa foodex2)
FOODON_03540794	07940 - other species of genus pleurotus, not elsewhere mentioned (efsa foodex2)
FOODON_03540795	07950 - paddy straw mushroom (efsa foodex2)
FOODON_03540796	07960 - pom-pom blancs (efsa foodex2)
FOODON_03540797	07970 - shiitake (efsa foodex2)
FOODON_03540798	07980 - shimeji (efsa foodex2)
FOODON_03540799	07990 - snow mushrooms (efsa foodex2)
FOODON_03540800	08000 - wood blewits (efsa foodex2)
FOODON_03540801	08010 - other cultivated fungi (efsa foodex2)
FOODON_03540802	08020 - wild fungi and similar- (efsa foodex2)
FOODON_03540803	08030 - ceps (efsa foodex2)
FOODON_03540804	08040 - chanterelles (efsa foodex2)
FOODON_03540805	08050 - hedgehog mushrooms (efsa foodex2)
FOODON_03540806	08060 - horns of plenty (efsa foodex2)
FOODON_03540807	08070 - other wild mushrooms (efsa foodex2)
FOODON_03540808	08080 - saffron milk cap (efsa foodex2)
FOODON_03540809	08090 - honey mushroom (efsa foodex2)
FOODON_03540810	08100 - gypsy mushroom (efsa foodex2)
FOODON_03540811	08110 - morels (efsa foodex2)
FOODON_03540812	08120 - truffles (efsa foodex2)
FOODON_03540813	08130 - périgord black truffles (efsa foodex2)
FOODON_03540814	08140 - piemont white truffles (efsa foodex2)
FOODON_03540815	08150 - summer truffles (efsa foodex2)
FOODON_03540816	08160 - other species of genus tuber, not elsewhere mentioned (efsa foodex2)
FOODON_03540817	08170 - saint george's mushrooms (efsa foodex2)
FOODON_03540818	08180 - scotch bonnet mushrooms (efsa foodex2)
FOODON_03540819	08190 - other wild fungi (efsa foodex2)
FOODON_03540820	08200 - field mushroom (efsa foodex2)
FOODON_03540821	08210 - mosses and lichens (efsa foodex2)
FOODON_03540822	08220 - icelandic mosses (efsa foodex2)
FOODON_03540823	08230 - other mosses and lichens (efsa foodex2)
FOODON_03540824	08240 - herbs and edible flowers (efsa foodex2)
FOODON_03540825	08250 - aromatic herbs (efsa foodex2)
FOODON_03540826	08260 - chervil and similar- (efsa foodex2)
FOODON_03540827	08270 - chervil (efsa foodex2)
FOODON_03540828	08280 - chives and similar- (efsa foodex2)
FOODON_03540829	08290 - chives (efsa foodex2)
FOODON_03540830	08300 - chinese chives (efsa foodex2)
FOODON_03540831	08310 - ramson (efsa foodex2)
FOODON_03540832	08320 - celery leaves and similar- (efsa foodex2)
FOODON_03540833	08330 - celery leaves (efsa foodex2)
FOODON_03540834	08340 - angelica (leaves and stems) (efsa foodex2)
FOODON_03540835	08350 - burnet (efsa foodex2)
FOODON_03540836	08360 - caraway leaves (efsa foodex2)
FOODON_03540837	08370 - coriander leaves (efsa foodex2)
FOODON_03540838	08380 - culantro leaves (efsa foodex2)
FOODON_03540839	08390 - dill leaves (efsa foodex2)
FOODON_03540840	08400 - fennel leaves (efsa foodex2)
FOODON_03540841	08410 - fenugreek leaves (efsa foodex2)
FOODON_03540842	08420 - herb of grace (efsa foodex2)
FOODON_03540843	08430 - lovage leaves (efsa foodex2)
FOODON_03540844	08440 - pimpernel (efsa foodex2)
FOODON_03540845	08450 - salad burnet (efsa foodex2)
FOODON_03540846	08460 - sorrel (efsa foodex2)
FOODON_03540847	08470 - maori dock (efsa foodex2)
FOODON_03540848	08480 - water dock (efsa foodex2)
FOODON_03540849	08490 - garden sorrel (efsa foodex2)
FOODON_03540850	08500 - bloodwort dock (efsa foodex2)
FOODON_03540851	08510 - sweet cicely (efsa foodex2)
FOODON_03540852	08520 - parsley and similar- (efsa foodex2)
FOODON_03540853	08530 - parsley (efsa foodex2)
FOODON_03540854	08540 - root parsley leaves (efsa foodex2)
FOODON_03540855	08550 - sage and similar- (efsa foodex2)
FOODON_03540856	08560 - sage (efsa foodex2)
FOODON_03540857	08570 - borage (efsa foodex2)
FOODON_03540858	08580 - curry herb (efsa foodex2)
FOODON_03540859	08590 - greek sage (efsa foodex2)
FOODON_03540860	08600 - jamé's sage (efsa foodex2)
FOODON_03540861	08610 - other species and hybrids of genus salvia, not elsewhere mentioned (efsa foodex2)
FOODON_03540862	08620 - rosemary and similar- (efsa foodex2)
FOODON_03540863	08630 - rosemary (efsa foodex2)
FOODON_03540864	08640 - santolina (efsa foodex2)
FOODON_03540865	08650 - thyme and similar- (efsa foodex2)
FOODON_03540866	08660 - thyme (efsa foodex2)
FOODON_03540867	08670 - creeping thyme (efsa foodex2)
FOODON_03540868	08680 - cretan oregano (efsa foodex2)
FOODON_03540869	08690 - lemon savory (efsa foodex2)
FOODON_03540870	08700 - lemon thyme (efsa foodex2)
FOODON_03540871	08710 - marjoram (efsa foodex2)
FOODON_03540872	08720 - mastic thyme (efsa foodex2)
FOODON_03540873	08730 - oregano (efsa foodex2)
FOODON_03540874	08740 - summer savory (efsa foodex2)
FOODON_03540875	08750 - syrian oregano (efsa foodex2)
FOODON_03540876	08760 - winter savory (efsa foodex2)
FOODON_03540877	08770 - basils and mints (efsa foodex2)
FOODON_03540878	08780 - basil (efsa foodex2)
FOODON_03540879	08790 - mints (efsa foodex2)
FOODON_03540880	08800 - apple mint (efsa foodex2)
FOODON_03540881	08810 - bergamot mint (efsa foodex2)
FOODON_03540882	08820 - corsican mint (efsa foodex2)
FOODON_03540883	08830 - gingermint (efsa foodex2)
FOODON_03540884	08840 - pennyroyal (efsa foodex2)
FOODON_03540885	08850 - peppermint (efsa foodex2)
FOODON_03540886	08860 - spearmint (efsa foodex2)
FOODON_03540887	08870 - water mint (efsa foodex2)
FOODON_03540888	08880 - other species and hybrids of genus mentha, not elsewhere mentioned (efsa foodex2)
FOODON_03540889	08890 - asiatic pennywort (efsa foodex2)
FOODON_03540890	08900 - greek bush basil (efsa foodex2)
FOODON_03540891	08910 - hoary basil (efsa foodex2)
FOODON_03540892	08920 - holy basil (efsa foodex2)
FOODON_03540893	08930 - lemon balm (efsa foodex2)
FOODON_03540894	08940 - lemon basil (efsa foodex2)
FOODON_03540895	08950 - lesser calamint (efsa foodex2)
FOODON_03540896	08960 - lizard tail (efsa foodex2)
FOODON_03540897	08970 - rice paddy herb (efsa foodex2)
FOODON_03540898	08980 - thai basil (efsa foodex2)
FOODON_03540899	08990 - vietnamese mint (efsa foodex2)
FOODON_03540900	09000 - laurel and similar- (efsa foodex2)
FOODON_03540901	09010 - laurel (efsa foodex2)
FOODON_03540902	09020 - curry leaves (efsa foodex2)
FOODON_03540903	09030 - kaffir lime leaves (efsa foodex2)
FOODON_03540904	09040 - siamese cassia (efsa foodex2)
FOODON_03540905	09050 - wild betel leaves (efsa foodex2)
FOODON_03540906	09060 - tarragon and similar- (efsa foodex2)
FOODON_03540907	09070 - tarragon (efsa foodex2)
FOODON_03540908	09080 - aztec sweet herb (efsa foodex2)
FOODON_03540909	09090 - epazote (efsa foodex2)
FOODON_03540910	09100 - hyssop (efsa foodex2)
FOODON_03540911	09110 - lemongrass (efsa foodex2)
FOODON_03540912	09120 - mexican oregano (efsa foodex2)
FOODON_03540913	09130 - common nettle (efsa foodex2)
FOODON_03540914	09140 - other urtica species (efsa foodex2)
FOODON_03540915	09150 - russian tarragon (efsa foodex2)
FOODON_03540916	09160 - stevia (efsa foodex2)
FOODON_03540917	09170 - aniseed myrtle (efsa foodex2)
FOODON_03540918	09180 - lemon myrtle (fresh herb) (efsa foodex2)
FOODON_03540919	09190 - evening primrose leaves (efsa foodex2)
FOODON_03540920	09200 - sassafras leaves (efsa foodex2)
FOODON_03540921	09210 - white ginger (efsa foodex2)
FOODON_03540922	09220 - wintergreen leaves (efsa foodex2)
FOODON_03540923	09230 - aromatic flowers (efsa foodex2)
FOODON_03540924	09240 - marigold flowers (efsa foodex2)
FOODON_03540925	09250 - dwarf marigold (efsa foodex2)
FOODON_03540926	09260 - signet marigold (efsa foodex2)
FOODON_03540927	09270 - other marigold flowers (efsa foodex2)
FOODON_03540928	09280 - pot marigold (edible flowers) (efsa foodex2)
FOODON_03540929	09290 - nasturtium flowers and leaves (efsa foodex2)
FOODON_03540930	09300 - garden nasturtium (efsa foodex2)
FOODON_03540931	09310 - dwarf nasturtium (efsa foodex2)
FOODON_03540932	09320 - processed or preserved vegetables and similar (efsa foodex2)
FOODON_03540933	09330 - processed tomato products (efsa foodex2)
FOODON_03540934	09340 - preserved tomatoes not concentrated (efsa foodex2)
FOODON_03540935	09350 - preserved tomato, whole or pieces (efsa foodex2)
FOODON_03540936	09360 - tomato puree (efsa foodex2)
FOODON_03540937	09370 - preserved concentrated tomatoes (efsa foodex2)
FOODON_03540938	09380 - tomato paste (efsa foodex2)
FOODON_03540939	09390 - sun-dried tomatoes (efsa foodex2)
FOODON_03540940	09400 - fermented or pickled vegetables (efsa foodex2)
FOODON_03540941	09410 - fermented vegetables (efsa foodex2)
FOODON_03540942	09420 - sauerkraut (efsa foodex2)
FOODON_03540943	09430 - pickled / marinated vegetables (efsa foodex2)
FOODON_03540944	09440 - vegetable puree or paste (efsa foodex2)
FOODON_03540945	09450 - mashed vegetable puree (efsa foodex2)
FOODON_03540946	09460 - garlic puree (efsa foodex2)
FOODON_03540947	09470 - salted vegetables (efsa foodex2)
FOODON_03540948	09480 - candied or sugar preserved vegetables (efsa foodex2)
FOODON_03540949	09490 - dried vegetables (efsa foodex2)
FOODON_03540950	09500 - dried mushrooms (efsa foodex2)
FOODON_03540951	09510 - canned/jarred vegetables (efsa foodex2)
FOODON_03540952	09520 - sweet corn canned (efsa foodex2)
FOODON_03540953	09530 - canned mushrooms (efsa foodex2)
FOODON_03540954	09540 - french beans canned (efsa foodex2)
FOODON_03540955	09550 - starchy roots or tubers and products thereof, sugar plants (efsa foodex2)
FOODON_03540956	09560 - starchy roots and tubers (efsa foodex2)
FOODON_03540957	09570 - potatoes and similar- (efsa foodex2)
FOODON_03540958	09580 - potatoes (efsa foodex2)
FOODON_03540959	09590 - potato boiled (efsa foodex2)
FOODON_03540960	09600 - potato baked (efsa foodex2)
FOODON_03540961	09610 - main-crop potatoes (efsa foodex2)
FOODON_03540962	09620 - new potatoes (efsa foodex2)
FOODON_03540963	09630 - andigena (efsa foodex2)
FOODON_03540964	09640 - tropical root and tuber vegetables (efsa foodex2)
FOODON_03540965	09650 - cassava roots and similar- (efsa foodex2)
FOODON_03540966	09660 - cassava roots (efsa foodex2)
FOODON_03540967	09670 - blue taros (efsa foodex2)
FOODON_03540968	09680 - canna (efsa foodex2)
FOODON_03540969	09690 - chayote roots (efsa foodex2)
FOODON_03540970	09700 - taros (efsa foodex2)
FOODON_03540971	09710 - dasheen taros (efsa foodex2)
FOODON_03540972	09720 - eddoe taros (efsa foodex2)
FOODON_03540973	09730 - konjac roots (efsa foodex2)
FOODON_03540974	09740 - tannias (efsa foodex2)
FOODON_03540975	09750 - sweet potatoes and similar- (efsa foodex2)
FOODON_03540976	09760 - sweet potatoes (efsa foodex2)
FOODON_03540977	09770 - yams and similar- (efsa foodex2)
FOODON_03540978	09780 - yams (efsa foodex2)
FOODON_03540979	09790 - amazonian yam beans (efsa foodex2)
FOODON_03540980	09800 - american groundnuts tubers (efsa foodex2)
FOODON_03540981	09810 - andean yam beans (efsa foodex2)
FOODON_03540982	09820 - mexican yam beans (efsa foodex2)
FOODON_03540983	09830 - arrowroots and similar- (efsa foodex2)
FOODON_03540984	09840 - arrowroots (efsa foodex2)
FOODON_03540985	09850 - lotus roots (efsa foodex2)
FOODON_03540986	09860 - other tropical root and tuber vegetables (efsa foodex2)
FOODON_03540987	09870 - topee tambu (efsa foodex2)
FOODON_03540988	09880 - goa bean root (efsa foodex2)
FOODON_03540989	09890 - alocasia (efsa foodex2)
FOODON_03540990	09900 - chinese water chestnut (efsa foodex2)
FOODON_03540991	09910 - sugar plants (efsa foodex2)
FOODON_03540992	09920 - roots used as sugar source (efsa foodex2)
FOODON_03540993	09930 - sugar beet roots and similar- (efsa foodex2)
FOODON_03540994	09940 - sugar beet roots (efsa foodex2)
FOODON_03540995	09950 - chicory roots and similar- (efsa foodex2)
FOODON_03540996	09960 - chicory roots (efsa foodex2)
FOODON_03540997	09970 - common polypody roots (efsa foodex2)
FOODON_03540998	09980 - yacon roots (efsa foodex2)
FOODON_03540999	09990 - stalks/canes/trunk sap or similar for sugar (efsa foodex2)
FOODON_03541000	10000 - sugar canes and similar- (efsa foodex2)
FOODON_03541001	10010 - sugar canes (efsa foodex2)
FOODON_03541002	10020 - agave leaves (efsa foodex2)
FOODON_03541003	10030 - blue agave heart (efsa foodex2)
FOODON_03541004	10040 - sweet sorghum canes (efsa foodex2)
FOODON_03541005	10050 - other sugar plants (efsa foodex2)
FOODON_03541006	10060 - birches (trunk sap) (efsa foodex2)
